"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type","id"
"509",2.11023967428052,1.46135419433346,-0.0577229870539354,-0.632969651890941,0.903612455189279,-0.226714068420861,-0.917828895078431,1.64042920980489,-0.278487067874908,0.645391796141298,-0.294486492237198,6,0,444
"510",4.61086353966713,-0.321725164822067,2.93227409406693,-0.499641655214449,0.740849013116926,-0.395205641505701,-1.25248781115421,1.37066066013204,-1.15141820778162,0.979297381728075,0.71737511596225,7,0,445
"511",3.92887521274351,0.450942557478663,1.16545763704096,-0.0996576651849752,0.44244936931761,-0.619861072285487,-1.25248781115421,1.10089211045915,-1.27612265633972,0.511829561906588,-0.884739097020208,5,0,446
"513",2.64067503966556,0.332070600201628,1.09750315792458,-0.655190984670356,1.85306586727801,-0.844516503065274,-1.14680604818291,1.16833424787736,-1.21377043206067,1.84745190425369,-0.716095495653634,6,0,447
"514",2.48912207812698,0.985866365225323,2.18477482378671,-0.58852698633211,1.36477554106095,-1.34999122231979,-1.74566937168694,0.932286766913579,-0.839657086386365,0.845735147493365,1.0546623186954,7,0,448
"516",0.973592462741159,1.84768805548383,1.16545763704096,0.233662326506253,1.77168414624183,0.222596793138712,0.649783922329171,2.17996630915063,0.532091847752748,4.05122876912642,-1.05338269838678,5,0,449
"517",4.0046516935128,1.52079017297198,1.16545763704096,-0.166321663523221,1.1748848586432,-1.40615508001474,-1.76328299884882,2.17996630915063,0.157978502078445,1.37998408443221,1.13898411937869,6,0,450
"518",2.41334559735769,1.5802261516105,1.16545763704096,-0.655190984670356,3.88760889318243,-1.40615508001474,-1.72805574452506,1.64042920980489,-0.403191516433009,0.645391796141298,-1.81227890453637,3,0,451
"519",2.79222800120414,-0.797212993930209,1.16545763704096,-0.499641655214449,0.849357974498495,-1.06917193384506,-1.44623770993493,0.898565698204473,-0.0290781707587058,0.979297381728075,0.970340518012111,6,0,452
"520",0.0642746935096667,0.124044674966816,1.16545763704096,-0.566305653552695,0.849357974498495,0.503416081613446,-0.142829299955571,0.696239285949834,0.843852969148,1.64710855290163,0.380087913229101,5,0,453
"521",1.95868671274194,-0.559469079376138,1.16545763704096,-0.521862987993864,0.849357974498495,-0.844516503065274,-1.42862408277304,1.23577638529557,1.2179663148223,2.44848195830989,-0.463130093603772,6,0,454
"522",0.29160413581754,0.391506578840146,1.16545763704096,-0.677412317449771,0.849357974498495,-0.788352645370327,-1.25248781115421,1.16833424787736,1.59207966049661,0.712172913258654,-1.22202629975336,5,0,455
"523",0.746263020433285,0.27263462156311,1.16545763704096,-0.610748319111525,1.14775761829781,0.952726943173019,0.332738633415274,1.13461317916825,0.968557417706101,3.04951201236609,-0.631773694970346,5,0,456
"524",1.57980430889549,0.332070600201628,1.16545763704096,-0.566305653552695,0.767976253462318,0.447252223918499,0.491261277872223,1.10089211045915,-0.0290781707587058,0.111142859202456,-0.969060897703495,5,0,457
"525",1.5040278281262,0.510378536117181,1.16545763704096,-0.58852698633211,0.79510349380771,-0.395205641505701,0.0333069716632602,1.03344997304094,0.0332740535203434,0.712172913258654,-0.884739097020208,5,0,458
"526",2.41334559735769,1.75853408752605,-0.533404340868619,-0.499641655214449,1.31052106037016,-0.0582224953360208,-1.07635153953538,1.77531348464135,0.0956262777993954,0.91251626461072,-0.547451894287059,5,0,459
"528",-0.163054748798206,0.213198642924593,1.16545763704096,-0.566305653552695,1.09350313760703,0.166432935443766,-0.512715470355118,0.561355011113371,1.03090964198515,1.58032743578427,0.71737511596225,6,0,460
"529",0.746263020433285,0.450942557478663,1.16545763704096,-0.54408432077328,0.740849013116926,0.110269077748819,-1.04112428521161,1.43810279755025,0.719148520589898,1.44676520154956,-1.55931350248651,6,0,461
"530",2.03446319351123,1.69909810888754,-0.533404340868619,-0.58852698633211,0.55095833069918,-1.34999122231979,-1.42862408277304,0.966007835622685,-0.839657086386365,0.244705093437166,-0.969060897703495,5,0,462
"531",1.4282513473569,-0.737777015291691,-0.533404340868619,-0.655190984670356,0.578085571044572,-1.63081051079453,-1.51669221858246,1.50554493496846,1.15561409054325,2.24813860695783,-0.21016469155391,6,0,463
"532",3.54999280889705,0.213198642924593,1.16545763704096,-0.521862987993864,1.12063037795242,-1.01300807615011,-1.27010143831609,1.97763989689599,-0.403191516433009,0.511829561906588,-0.21016469155391,5,0,464
"534",2.3375691165884,-0.440597122099102,-0.533404340868619,-0.655190984670356,0.415322128972218,-0.844516503065274,-1.42862408277304,0.359028598858733,-0.0290781707587058,0.845735147493365,1.89788032552827,6,0,465
"535",2.11023967428052,0.80755842930977,-0.533404340868619,-0.521862987993864,1.22913933933399,-0.956844218455167,-1.44623770993493,1.84275562205956,0.345035174915595,0.177923976319811,-0.463130093603772,6,0,466
"538",0.670486539663995,2.85809969233863,-0.533404340868619,-0.655190984670356,0.740849013116926,-1.40615508001474,-1.78089662601071,0.898565698204473,0.906205193427052,1.58032743578427,0.127122511179238,6,0,467
"539",4.30775761658996,0.0348907070090394,1.16545763704096,0.166998328168008,0.252558686899865,-1.40615508001474,-1.39339682844928,2.31485058398713,-0.153782619316807,0.845735147493365,1.22330592006197,7,0,468
"540",3.01955744351202,0.926430386586805,2.86431961495055,0.0225596651018087,1.1748848586432,-1.40615508001474,-1.71044211736317,1.70787134722314,-0.0290781707587058,0.578610679023943,0.548731514595675,5,0,469
"541",1.5040278281262,1.46135419433346,-0.533404340868619,-0.388534991317373,1.20201209898859,-0.563697214590541,-1.18203330250668,1.43810279755025,0.220330726357494,0.91251626461072,-0.800417296336921,5,0,470
"542",1.73135727043407,0.688686472032735,1.16545763704096,0.278104992065084,0.19830420620908,-1.40615508001474,-1.71044211736317,1.43810279755025,-0.0914303950377577,1.31320296731485,0.380087913229101,6,0,471
"543",1.57980430889549,2.20430392731494,-0.533404340868619,-0.655190984670356,0.361067648281434,-1.40615508001474,-1.65760123587752,0.696239285949834,-0.652600413549211,0.378267327671877,-0.547451894287059,5,0,472
"544",3.01955744351202,1.87740604480309,-0.533404340868619,-0.566305653552695,0.767976253462318,-0.788352645370327,-1.07635153953538,1.60670814109578,-1.02671375922351,1.2464218501975,0.380087913229101,6,0,473
"545",5.36862834736004,-0.202853207545031,2.86431961495055,-0.721854983008602,0.496703850008395,-1.34999122231979,-1.74566937168694,2.11252417173242,-2.27375824480453,1.71388967001898,-1.81227890453637,6,0,474
"546",1.4282513473569,0.748122450671252,1.16545763704096,-0.54408432077328,1.01212141657085,0.447252223918499,-0.142829299955571,1.23577638529557,-0.902009310665414,0.378267327671877,-1.22202629975336,5,0,475
"547",0.215827655048249,1.22361027977939,-0.533404340868619,-0.677412317449771,0.578085571044572,-1.12533579154001,-1.51669221858246,1.26949745400468,1.40502298765946,1.64710855290163,-0.884739097020208,6,0,476
"548",2.56489855889627,-0.202853207545031,1.16545763704096,-0.566305653552695,0.279685927245257,-1.34999122231979,-1.63998760871564,1.40438172884114,0.220330726357494,2.18135748984047,0.127122511179238,6,0,477
"549",3.92887521274351,0.0348907070090394,1.16545763704096,-0.54408432077328,0.605212811389964,-0.170550210725914,-0.794533504945249,1.64042920980489,-0.652600413549211,1.44676520154956,-0.125842890870623,6,0,478
"550",1.35247486658761,1.10473832250236,1.16545763704096,-0.699633650229186,3.10091892316605,-1.34999122231979,-1.56953310006811,0.999728904331829,0.282682950636546,0.511829561906588,-0.969060897703495,6,0,479
"551",-0.314607710336788,0.985866365225323,-2.09635736054544,-0.655190984670356,0.469576609663003,-1.18149964923495,-1.56953310006811,0.426470736276946,0.656796296310849,0.177923976319811,-0.884739097020208,6,0,480
"552",1.65558078966478,0.510378536117181,-0.533404340868619,-0.499641655214449,0.957866935880064,-0.900680360760221,-1.21726055683044,1.16833424787736,-0.216134843595859,1.31320296731485,-0.463130093603772,6,0,481
"553",1.73135727043407,0.688686472032735,-0.533404340868619,-0.521862987993864,0.957866935880064,-0.900680360760221,-1.23487418399233,1.16833424787736,-0.652600413549211,1.37998408443221,-0.463130093603772,6,0,482
"554",-1.67858436418403,4.13597323306676,-0.533404340868619,-0.766297648567432,-0.181477158626412,0.110269077748819,-0.318965571574403,-0.38283491274172,3.21323749175192,0.578610679023943,0.801696916645537,5,0,483
"555",6.27794611659153,1.78825207684531,1.16545763704096,-0.188542996302636,1.03924865691624,-1.12533579154001,-1.60476035439187,2.90496928639653,-1.89964489913022,1.37998408443221,0.464409713912388,5,0,484
"557",2.79222800120414,1.10473832250236,1.16545763704096,-0.0996576651849752,1.66317518486026,-1.12533579154001,-1.71044211736317,1.91019775947778,-0.964361534944466,0.177923976319811,0.970340518012111,6,0,485
"558",6.35372259736082,1.78825207684531,1.16545763704096,-0.188542996302636,1.03924865691624,-1.12533579154001,-1.60476035439187,2.90496928639653,-1.89964489913022,1.37998408443221,0.464409713912388,5,0,486
"560",4.38353409735925,0.748122450671252,1.16545763704096,-0.166321663523221,0.767976253462318,-1.34999122231979,-1.18203330250668,2.55089806495087,0.469739623473696,0.979297381728075,1.81355852484498,6,0,487
"561",4.15620465505138,1.52079017297198,1.16545763704096,-0.499641655214449,0.496703850008395,-1.40615508001474,-1.67521486303941,1.64042920980489,-0.52789596499111,0.244705093437166,0.71737511596225,5,0,488
"562",1.35247486658761,0.569814514755699,1.16545763704096,-0.58852698633211,0.578085571044572,-0.226714068420861,0.121375107472676,1.10089211045915,0.0332740535203434,0.311486210554521,-1.13770449907007,5,0,489
"563",1.35247486658761,1.16417430114088,1.16545763704096,-0.477420322435034,1.01212141657085,0.615743797003339,-0.0723747913080388,1.23577638529557,-0.902009310665414,0.511829561906588,-1.13770449907007,5,0,490
"564",0.29160413581754,-0.321725164822067,1.16545763704096,-0.521862987993864,0.957866935880064,-0.282877926115807,-0.953056149402197,0.864844629495366,0.532091847752748,0.511829561906588,-0.378808292920485,6,0,491
"567",1.12514542427974,2.11514995935716,-0.533404340868619,-0.566305653552695,4.59291714216263,-1.40615508001474,-1.74566937168694,1.53926600367757,0.594444072031797,0.445048444789232,-1.30634810043664,6,0,492
"569",1.95868671274194,0.926430386586805,1.16545763704096,-0.54408432077328,5.24397091045204,-1.40615508001474,-1.65760123587752,1.50554493496846,0.532091847752748,1.71388967001898,0.127122511179238,6,0,493
"570",-0.769266594952534,0.0943266856475572,-0.533404340868619,-0.632969651890941,1.03924865691624,-0.619861072285487,-1.27010143831609,0.0218179117676313,2.15324967900806,0.244705093437166,0.970340518012111,6,0,494
"571",3.24688688581989,0.0348907070090394,1.16545763704096,-0.388534991317373,0.361067648281434,-1.12533579154001,-1.35816957412551,1.94391882818688,0.594444072031797,2.51526307542725,0.380087913229101,6,0,495
"573",2.26179263581911,-0.618905058014655,1.16545763704096,-0.58852698633211,0.496703850008395,-1.12533579154001,-1.51669221858246,1.10089211045915,-0.52789596499111,0.511829561906588,-0.125842890870623,5,0,496
"574",2.48912207812698,1.46135419433346,1.16545763704096,-0.655190984670356,0.361067648281434,-0.900680360760221,-1.18203330250668,1.53926600367757,0.469739623473696,0.177923976319811,-0.800417296336921,4,0,497
"575",2.56489855889627,-0.024545271629478,1.16545763704096,-0.410756324096788,0.578085571044572,-0.563697214590541,-0.6360108604883,1.57298707238668,-0.216134843595859,1.11285961596279,-0.463130093603772,6,0,498
"576",3.85309873197422,-0.440597122099102,1.16545763704096,-0.432977656876204,0.605212811389964,-0.114386353030967,-1.19964692966856,1.60670814109578,-0.153782619316807,1.78067078713634,-0.294486492237198,6,0,499
"577",2.03446319351123,0.926430386586805,-0.533404340868619,-0.610748319111525,1.25626657967938,-1.34999122231979,-1.76328299884882,1.10089211045915,0.719148520589898,-0.0892004921496103,-0.463130093603772,4,0,500
"578",1.20092190504903,0.569814514755699,1.16545763704096,-0.499641655214449,0.713721772771533,-0.676024929980434,-0.0547611641461557,1.23577638529557,0.469739623473696,0.445048444789232,-0.884739097020208,5,0,501
"579",1.20092190504903,0.748122450671252,1.16545763704096,-0.477420322435034,0.767976253462318,-0.732188787675381,-0.0723747913080388,1.23577638529557,0.407387399194647,0.445048444789232,-0.631773694970346,5,0,502
"580",2.56489855889627,-0.202853207545031,1.16545763704096,-0.632969651890941,0.171176965863688,-0.676024929980434,-1.30532869263986,1.03344997304094,-0.52789596499111,-0.155981609266966,-0.631773694970346,6,0,503
"581",3.85309873197422,0.926430386586805,1.16545763704096,-0.632969651890941,0.876485214843887,-1.40615508001474,-1.76328299884882,1.91019775947778,-0.216134843595859,-0.623449429088453,-0.800417296336921,5,0,504
"583",3.39843984735847,0.866994407948288,1.16545763704096,-0.632969651890941,0.713721772771533,-1.40615508001474,-1.74566937168694,1.84275562205956,-0.216134843595859,-0.690230546205808,-1.13770449907007,5,0,505
"584",3.62576928966634,-0.381161143460584,1.16545763704096,-0.699633650229186,0.469576609663003,-1.12533579154001,-1.63998760871564,1.03344997304094,-1.52553155345592,0.845735147493365,-0.547451894287059,7,0,506
"585",3.47421632812776,-0.0839812502679958,1.16545763704096,-0.366313658537958,0.984994176225456,1.34587394703765,-0.600783606164534,1.91019775947778,0.469739623473696,1.51354631866692,0.127122511179238,7,0,507
"586",0.29160413581754,0.985866365225323,-0.533404340868619,-0.58852698633211,0.930739695534672,-1.2376635069299,-1.34055594696363,1.16833424787736,1.52972743621756,0.845735147493365,-0.800417296336921,6,0,508
"587",2.94378096274272,-0.202853207545031,1.16545763704096,-0.521862987993864,1.01212141657085,-0.788352645370327,-1.18203330250668,1.37066066013204,-0.652600413549211,3.24985536371816,0.0428007104959514,7,0,509
"588",0.0642746935096667,2.29345789527271,-0.533404340868619,-0.699633650229186,1.39190278140634,-0.676024929980434,-0.213283808603104,0.72996035465894,0.220330726357494,0.378267327671877,-1.05338269838678,5,0,510
"589",-1.67858436418403,0.450942557478663,-0.533404340868619,-0.677412317449771,0.0897952448275108,-0.619861072285487,-1.12919242102103,-0.956093080796566,3.08853304319382,1.37998408443221,2.90974193372772,8,0,511
"590",2.26179263581911,-0.321725164822067,1.16545763704096,-0.54408432077328,0.0626680044821185,-1.40615508001474,-1.78089662601071,1.03344997304094,-1.08906598350257,1.37998408443221,-0.0415210901873355,7,0,512
"591",1.35247486658761,0.629250493394217,1.16545763704096,-0.54408432077328,0.740849013116926,-0.507533356895594,-0.68885174197395,1.40438172884114,0.78150074486895,0.244705093437166,-0.716095495653634,5,0,513
"592",-0.466160671875371,0.27263462156311,1.16545763704096,-0.744076315788017,0.361067648281434,-0.395205641505701,0.614556668005405,-0.787487737251034,-0.652600413549211,-0.222762726384321,0.801696916645537,6,0,514
"594",2.03446319351123,0.866994407948288,1.77704794908841,-0.344092325758543,1.01212141657085,-1.18149964923495,-1.25248781115421,1.97763989689599,0.407387399194647,0.311486210554521,-1.30634810043664,5,0,515
"595",0.518933578125413,2.2340219166342,-1.0090856946833,-0.54408432077328,1.06637589726163,-0.563697214590541,-1.34055594696363,1.10089211045915,1.0932618662642,-0.0224193750322549,-0.884739097020208,5,0,516
"596",1.27669838581832,1.49107218365272,0.621821804109898,0.633646316535727,0.79510349380771,-0.00205863764107415,-0.089988418469922,1.77531348464135,0.282682950636546,0.244705093437166,-1.05338269838678,5,0,517
"597",3.92887521274351,0.332070600201628,1.30136659527373,-0.677412317449771,0.0626680044821185,-1.34999122231979,-1.58714672722999,1.64042920980489,-1.15141820778162,0.445048444789232,-1.05338269838678,6,0,518
"598",3.54999280889705,1.40191821569495,1.77704794908841,-0.699633650229186,0.388194888626826,-1.40615508001474,-1.69282849020129,1.16833424787736,-0.839657086386365,0.645391796141298,-0.463130093603772,6,0,519
"599",0.973592462741159,1.43163620501421,-0.941131215566919,-0.655190984670356,0.578085571044572,-1.40615508001474,-1.48146496425869,0.72996035465894,-0.153782619316807,-0.356324960619032,-0.631773694970346,6,0,520
"600",4.15620465505138,1.46135419433346,0.893639720575431,-0.610748319111525,0.686594532426141,-1.06917193384506,-1.62237398155376,1.84275562205956,-1.40082710489782,1.11285961596279,-1.05338269838678,6,0,521
"601",0.746263020433285,3.39302350008529,-0.329540903519469,-0.655190984670356,0.849357974498495,-1.29382736462485,-1.60476035439187,0.561355011113371,0.220330726357494,-0.423106077736387,-0.463130093603772,4,0,522
"602",4.53508705889784,0.688686472032735,1.36932107439011,-0.632969651890941,0.388194888626826,-1.01300807615011,-1.39339682844928,2.0450820343142,-0.777304862107313,0.177923976319811,-1.30634810043664,6,0,523
"603",0.367380616586831,2.91753567097715,-2.16431183966182,-0.54408432077328,0.659467292080749,-1.34999122231979,-1.76328299884882,0.999728904331829,0.469739623473696,-0.0892004921496103,-1.05338269838678,5,0,524
"605",0.822039501202577,1.40191821569495,-1.28090361114884,-0.477420322435034,1.06637589726163,-0.900680360760221,-0.900215267916548,1.30321852271379,-0.34083929215396,0.578610679023943,-1.22202629975336,6,0,525
"606",0.822039501202577,1.52079017297198,-1.28090361114884,-0.54408432077328,0.767976253462318,-1.34999122231979,-1.58714672722999,1.30321852271379,0.532091847752748,0.378267327671877,-1.13770449907007,6,0,526
"607",1.65558078966478,0.391506578840146,1.09750315792458,-0.0996576651849752,0.415322128972218,-1.12533579154001,-1.65760123587752,0.932286766913579,0.719148520589898,1.71388967001898,1.39194952142855,7,0,527
"608",1.20092190504903,0.80755842930977,0.621821804109898,-0.388534991317373,0.957866935880064,-0.226714068420861,-1.09396516669726,1.23577638529557,0.532091847752748,-0.0224193750322549,-0.0415210901873355,6,0,528
"609",2.18601615504981,1.81797006616457,0.350003887644365,0.0114489987121009,1.44615726209713,-1.06917193384506,-0.864988013592781,2.71950340849641,0.594444072031797,0.712172913258654,-0.125842890870623,6,0,529
"610",-0.693490114183243,0.0943266856475572,-0.873176736450535,-0.410756324096788,0.496703850008395,-0.844516503065274,-1.32294231980174,0.359028598858733,2.09089745472901,-0.0892004921496103,1.81355852484498,6,0,530
"611",1.20092190504903,-0.618905058014655,1.50523003262288,-0.566305653552695,0.713721772771533,-0.282877926115807,-1.00589703088785,1.26949745400468,1.03090964198515,0.0443617420851005,-1.13770449907007,5,0,531
"612",4.53508705889784,0.213198642924593,1.57318451173926,-0.521862987993864,0.659467292080749,-1.40615508001474,-1.72805574452506,2.0450820343142,-1.52553155345592,0.0443617420851005,-0.969060897703495,5,0,532
"613",0.215827655048249,1.75853408752605,-2.16431183966182,-0.58852698633211,0.55095833069918,-0.676024929980434,-1.49907859142058,0.662518217240728,0.594444072031797,0.445048444789232,-0.463130093603772,6,0,533
"614",0.746263020433285,0.27263462156311,0.417958366760748,-0.788518981346847,0.0355407641367264,-1.12533579154001,-1.49907859142058,0.561355011113371,0.220330726357494,1.37998408443221,-0.631773694970346,5,0,534
"615",1.5040278281262,2.44204784186901,-0.941131215566919,-0.632969651890941,2.47699239522203,-1.12533579154001,-0.195670181441221,0.797402492077153,-2.21140602052547,5.52041334570824,-0.294486492237198,6,0,535
"616",1.80713375120336,1.52079017297198,1.23341211615735,-0.610748319111525,0.605212811389964,-0.114386353030967,-0.759306250621482,1.74159241593224,1.71678410905471,0.244705093437166,-0.716095495653634,5,0,536
"618",3.24688688581989,-0.202853207545031,1.30136659527373,-0.632969651890941,0.605212811389964,-0.900680360760221,-1.51669221858246,1.23577638529557,-1.21377043206067,2.64882530966196,-0.631773694970346,6,0,537
"619",3.1711104050506,0.688686472032735,1.23341211615735,-0.521862987993864,1.77168414624183,-1.46231893770969,-1.71044211736317,2.0450820343142,-0.590248189270162,1.11285961596279,-0.294486492237198,5,0,538
"620",3.09533392428131,0.153762664286075,0.621821804109898,-0.610748319111525,0.849357974498495,-1.34999122231979,-1.72805574452506,1.43810279755025,-0.839657086386365,1.78067078713634,-1.05338269838678,5,0,539
"621",0.822039501202577,1.16417430114088,-0.533404340868619,-0.366313658537958,0.523831090353787,-0.788352645370327,-0.0371475369842725,1.03344997304094,0.282682950636546,0.511829561906588,-0.969060897703495,5,0,540
"622",0.746263020433285,1.28304625841791,-0.601358819985002,-0.366313658537958,0.578085571044572,-0.900680360760221,-0.178056554279338,1.03344997304094,0.345035174915595,0.578610679023943,-0.969060897703495,5,0,541
"623",2.11023967428052,1.40191821569495,-0.669313299101385,-0.699633650229186,0.632340051735357,-1.18149964923495,-1.44623770993493,0.966007835622685,-0.590248189270162,0.111142859202456,-0.884739097020208,5,0,542
"624",0.518933578125413,0.985866365225323,-0.465449861752235,-0.477420322435034,0.55095833069918,-0.507533356895594,-1.21726055683044,0.966007835622685,1.65443188477566,2.84916866101402,1.30762772074526,6,0,543
"625",-0.314607710336788,2.05571398071864,-2.16431183966182,0.122555662609177,1.82593862693262,-0.507533356895594,-0.988283403725963,1.74159241593224,1.46737521193851,1.2464218501975,-0.294486492237198,5,0,544
"627",1.20092190504903,1.52079017297198,-0.193631945286702,-0.632969651890941,1.12063037795242,-1.40615508001474,-1.74566937168694,1.43810279755025,0.843852969148,-0.289543843501676,-1.22202629975336,5,0,545
"629",1.12514542427974,1.16417430114088,-0.397495382635852,-0.566305653552695,1.09350313760703,-1.29382736462485,-1.46385133709681,1.03344997304094,0.282682950636546,0.445048444789232,-1.05338269838678,6,0,546
"630",0.29160413581754,2.02599599139938,-0.601358819985002,-0.610748319111525,1.47328450244252,-0.563697214590541,-0.530329097517001,0.628797148531584,-0.0914303950377577,0.511829561906588,-1.05338269838678,5,0,547
"632",2.41334559735769,-0.381161143460584,1.50523003262288,-0.521862987993864,1.31052106037016,-1.40615508001474,-1.67521486303941,1.43810279755025,0.157978502078445,0.645391796141298,-0.884739097020208,5,0,548
"633",0.29160413581754,0.391506578840146,-1.21294913203245,-0.455198989655619,0.822230734153102,-0.507533356895594,-1.25248781115421,0.628797148531584,0.594444072031797,0.244705093437166,-0.0415210901873355,6,0,549
"634",2.18601615504981,3.51189545736233,-0.669313299101385,-0.366313658537958,1.31052106037016,-1.06917193384506,-0.495101843193235,2.17996630915063,1.28031853910135,0.712172913258654,0.633053315278963,4,0,550
"635",0.518933578125413,0.0348907070090394,-0.737267778217769,-0.699633650229186,0.44244936931761,0.896563085478072,-0.213283808603104,0.628797148531584,0.282682950636546,0.311486210554521,-0.884739097020208,5,0,551
"636",1.12514542427974,2.94725366029641,-2.16431183966182,-0.810740314126262,0.225431446554472,-0.339041783810754,-1.42862408277304,0.291586461440483,0.282682950636546,0.111142859202456,-0.716095495653634,5,0,552
"637",1.80713375120336,3.18499757485048,-0.261586424403085,-0.58852698633211,0.79510349380771,-0.00205863764107415,0.579329413681638,1.13461317916825,0.0956262777993954,-0.0224193750322549,-0.969060897703495,5,0,553
"638",1.73135727043407,3.21471556416974,-0.329540903519469,-0.610748319111525,0.740849013116926,0.0541052200538725,0.544102159357872,1.10089211045915,0.0956262777993954,-0.0224193750322549,-0.969060897703495,5,0,554
"639",0.367380616586831,3.39302350008529,-1.34885809026522,-0.632969651890941,2.34135619349507,-1.29382736462485,-1.60476035439187,0.628797148531584,0.78150074486895,0.778954030376009,-0.294486492237198,7,0,555
"640",1.27669838581832,-0.321725164822067,0.214094929411598,-0.699633650229186,0.279685927245257,-0.282877926115807,-1.00589703088785,0.83112356078626,-0.278487067874908,5.52041334570824,-0.21016469155391,6,0,556
"641",2.03446319351123,1.16417430114088,0.893639720575431,-0.610748319111525,0.388194888626826,-0.788352645370327,-1.30532869263986,1.53926600367757,1.03090964198515,0.578610679023943,-0.969060897703495,5,0,557
"642",1.73135727043407,1.46135419433346,0.825685241459048,-0.610748319111525,0.388194888626826,-0.507533356895594,-0.812147132107132,1.57298707238668,1.46737521193851,0.645391796141298,-0.884739097020208,5,0,558
"646",0.443157097356122,1.75853408752605,-1.48476704849799,0.211440993726838,1.58179346382409,-1.40615508001474,-1.81612388033447,1.30321852271379,0.906205193427052,1.04607849884543,-0.378808292920485,7,0,559
"647",0.0642746935096667,1.93684202344161,-1.8245394440799,-0.321870992979127,1.36477554106095,-1.34999122231979,-1.65760123587752,0.898565698204473,1.0932618662642,0.645391796141298,-0.378808292920485,5,0,560
"648",0.822039501202577,2.97697164961567,-2.09635736054544,-0.632969651890941,0.361067648281434,-1.40615508001474,-1.76328299884882,0.72996035465894,0.594444072031797,0.311486210554521,0.380087913229101,4,0,561
"649",1.12514542427974,0.80755842930977,-0.125677466170319,-0.499641655214449,0.252558686899865,-1.12533579154001,-1.51669221858246,0.628797148531584,0.656796296310849,0.91251626461072,0.548731514595675,7,0,562
"650",-0.390384191106079,0.450942557478663,-0.329540903519469,0.789195645991634,0.306813167590649,-0.339041783810754,0.596943040843521,0.0892600491858441,-0.403191516433009,0.244705093437166,0.633053315278963,6,0,563
"651",2.64067503966556,0.510378536117181,0.485912845877131,-0.632969651890941,1.33764830071556,-1.2376635069299,-1.44623770993493,1.37066066013204,-2.08670157196737,-0.222762726384321,-0.800417296336921,5,0,564
"652",1.95868671274194,3.18499757485048,-0.465449861752235,-0.566305653552695,1.28339382002477,0.278760650833659,0.720238430976704,2.17996630915063,1.15561409054325,0.91251626461072,0.548731514595675,5,0,565
"653",6.58105203966869,0.0943266856475572,2.2527293029031,0.544760985418066,1.06637589726163,-0.451369499200647,-0.759306250621482,1.03344997304094,-1.52553155345592,2.04779525560576,3.66863813987731,5,0,566
"654",1.65558078966478,-0.0839812502679958,1.8450024282048,-0.499641655214449,0.605212811389964,-1.18149964923495,-1.48146496425869,1.03344997304094,-0.652600413549211,0.0443617420851005,1.22330592006197,6,0,567
"655",1.04936894351045,0.748122450671252,1.0295486788082,-0.58852698633211,0.469576609663003,-1.29382736462485,-1.49907859142058,1.13461317916825,-0.902009310665414,-0.489887194853742,-0.884739097020208,5,0,568
"656",1.88291023197265,1.22361027977939,-1.0090856946833,-0.477420322435034,0.822230734153102,-0.563697214590541,-1.07635153953538,1.97763989689599,-0.52789596499111,0.511829561906588,-0.969060897703495,5,0,569
"658",3.62576928966634,0.926430386586805,1.8450024282048,-0.810740314126262,0.44244936931761,-0.395205641505701,-1.27010143831609,1.16833424787736,-1.89964489913022,0.979297381728075,-0.0415210901873355,7,0,570
"659",-0.0115017872596241,1.04530234386384,-1.68863048584714,-0.810740314126262,0.469576609663003,-1.40615508001474,-1.65760123587752,0.932286766913579,0.594444072031797,1.84745190425369,-0.800417296336921,6,0,571
"660",-0.0872782680289155,2.94725366029641,-2.02840288142905,-0.144100330743806,1.06637589726163,-1.40615508001474,-1.78089662601071,0.83112356078626,1.15561409054325,0.244705093437166,0.380087913229101,4,0,572
"662",0.215827655048249,0.450942557478663,-0.0577229870539354,-0.766297648567432,0.632340051735357,-0.844516503065274,-1.27010143831609,1.10089211045915,0.532091847752748,0.712172913258654,-1.30634810043664,5,0,573
"663",-0.0115017872596241,1.34248223705643,-1.75658496496352,-0.766297648567432,0.523831090353787,-1.18149964923495,-1.53430584574434,0.898565698204473,0.843852969148,1.11285961596279,-0.800417296336921,6,0,574
"664",2.18601615504981,-0.381161143460584,0.961594199691815,-0.721854983008602,-0.181477158626412,-1.40615508001474,-1.78089662601071,0.966007835622685,-1.15141820778162,1.71388967001898,-0.294486492237198,6,0,575
"665",3.70154577043564,0.332070600201628,1.36932107439011,-0.677412317449771,0.957866935880064,-0.844516503065274,-1.0587379123735,1.84275562205956,-1.21377043206067,0.845735147493365,-0.294486492237198,5,0,576
"666",1.65558078966478,1.46135419433346,-1.21294913203245,-0.677412317449771,0.740849013116926,-0.282877926115807,-1.1644196753448,1.20205531658647,-0.52789596499111,0.177923976319811,-0.716095495653634,5,0,577
"667",0.822039501202577,0.866994407948288,0.282049408527981,-0.721854983008602,4.48440818078106,-1.34999122231979,-1.72805574452506,1.16833424787736,-0.278487067874908,0.445048444789232,-0.884739097020208,6,0,578
"668",3.09533392428131,-0.024545271629478,0.893639720575431,-0.677412317449771,0.686594532426141,-1.34999122231979,-1.74566937168694,1.43810279755025,-1.77494045057212,0.845735147493365,-1.13770449907007,6,0,579
